SKU,Title,MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
FLX-SAM-1443,"Charging Port Replacement for Samsung Galaxy S6 G920T",6.19,12.99,,8.99,,,,,
FLX-SAM-1444,"Charging Port Replacement for Samsung Galaxy S7 Edge G935F",7.00,12.99,7.50,,,,,,
FLX-SAM-1445,"Charging Port Replacement for Samsung Galaxy S7 Edge G935A",7.00,12.99,7.50,7.99,,,,,
FLX-SAM-1446,"Charging Port Replacement for Samsung Galaxy S7 G930F",9.00,12.99,8.79,7.99,,,,,
FLX-SAM-1447,"Charging Port Replacement for Samsung Galaxy S6 Edge Plus G928P",6.79,,5.99,7.99,,,,,
FLX-SAM-1448,"Charging Port Replacement for Samsung Galaxy Note Edge N915A",,12.99,7.99,,,,,,
FLX-SAM-1449,"Charging Port Replacement for Samsung Galaxy Note 4 N910V",5.49,9.99,5.50,5.99,,,,,
FLX-SAM-1450,"Charging Port Replacement for Samsung Galaxy Note Edge N915P",,12.99,6.50,,,,,,
FLX-UCP-192,"Home Button with Fingerprint Sensor Replacement for OnePlus 2 - Black",,,,,,,,,
FLX-SNY-035,"Charging Port Flex Cable Replacement for Sony Xperia Z5 Compact",,9.99,4.99,,,,,,
FLX-UCP-193,"Keypad Microphone Flex Cable Replacement for OnePlus 2",,,,,,,,,
FLX-SAM-1451,"Charging Port Replacement for Samsung Galaxy Note 4 N910A",,,,6.99,,,,,
ACC-ZRT-479,"Polarizer Glue Removing Liquid",,,,,,,,,
APL-001-2241,"Apple iPad Air Digitizer Touch Screen With Home Button - White - Grade B",,,,,,,,,
APL-001-2242,"Apple iPad 3 Digitizer Touch Screen With Home Button - Black (Premium) - Grade A",,,,,,,,,
APL-001-2243,"Apple iPad 3 Digitizer Touch Screen With Home Button - Black (Premium) - Grade B",,,,,,,,,
SRN-MOT-655,"LCD and Touch Screen Digitizer for Droid Maxx 2 with Frame - Black",45.50,,36.48,39.99,,,,,
SRN-MOT-656,"LCD and Touch Screen Digitizer for Droid Maxx 2 with Frame - White",45.50,,37.48,39.99,,,,,
BTY-COV-1628,"Back Cover Replacement for Samsung Galaxy Core Prime - White",,,,,,,,,
BTY-COV-1629,"Back Cover Replacement for Samsung Galaxy Core Prime - Gray",,,,,,,,,
SRN-SAM-1414,"LCD Screen Replacement for Samsung Galaxy Core Prime",,,15.98,17.99,,,,,
SRN-SAM-1415,"Touch Screen Digitizer Replacement for Samsung Galaxy Core Prime - Black",,,6.99,26.99,,,,,
SRN-SAM-1416,"Touch Screen Digitizer Replacement for Samsung Galaxy Core Prime - White",,,6.99,26.99,,,,,
BTY-COV-1630,"Back Cover Replacement for Samsung Galaxy Grand Prime - White",,,1.99,,,,,,
BTY-COV-1631,"Back Cover Replacement for Samsung Galaxy Grand Prime - Gray",,,,,,,,,
BTY-COV-1632,"Back Cover Replacement for Samsung Galaxy Grand Prime - Gold",,,,,,,,,
SRN-SAM-1417,"LCD and Touch Screen Digitizer for Samsung Galaxy J3 (2016) - White",,,74.50,92.99,,,,,
SRN-SAM-1418,"LCD and Touch Screen Digitizer for Samsung Galaxy J3 (2016) - Black",90.00,,74.50,92.99,,,,,
SRN-SAM-1419,"LCD and Touch Screen Digitizer for Samsung Galaxy Grand Prime Duos Dual Sim with Frame - Gold",,,,,,,,,
SRN-SAM-1420,"Front Glass Replacement for Samsung Galaxy S6 - Blue Topaz",,,,,,,,,
BTY-COV-1633,"Rear Glass Replacement for Samsung Galaxy S6 - Blue Topaz",,9.99,2.40,,,,,,
BTY-COV-1634,"Midframe Replacement for Galaxy S6 G920V G920P - White",,19.99,,,,,,,
BTY-COV-1636,"Midframe Replacement for Galaxy S6 G920V G920P - Gray",,,12.99,,,,,,
SRN-SAM-1421,"LCD and Touch Screen Replacement for Samsung Galaxy S6 Edge - Green Emerald",,,0.00,,,,,,
SRN-SAM-1422,"Front Glass Replacement for Samsung Galaxy S6 Edge - Green Emerald",,,,,,,,,
BTY-COV-1637,"Rear Glass Replacement for Samsung Galaxy S6 Edge - Green Emerald",,,,,,,,,
SRN-SAM-1423,"Front Glass for Samsung Galaxy S6 Edge Plus - Gold Platinum",9.00,9.99,12.99,,,,,,
SRN-SAM-1424,"Front Glass for Samsung Galaxy S6 Edge Plus - White Pearl",,,12.99,,,,,,
SRN-SAM-1425,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 G930 - Gold Platinum",129.99,162.99,143.99,169.99,,,,,
SRN-SAM-1426,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 Edge G935 - Gold Platinum",0.00,244.99,246.99,,,,,,
BTY-COV-1639,"Front Housing Replacement for Huawei Honor 6 Plus - Silver",,,,,,,,,
BTY-COV-1640,"Front Bezel Frame Replacement for LG G3 - Black",,,,,,,,,
BTY-COV-1641,"Front Bezel Frame Replacement for LG G3 - Gold",,,,,,,,,
BTY-COV-1642,"Front Bezel Frame Replacement for LG G3 - White",,,,,,,,,
SRN-HUA-152," LCD and Touch Screen Digitizer for Huawei Honor 6 Plus - Black",,,,,,,,,
SRN-ONP-002,"LCD and Touch Screen Digitizer for OnePlus Two A2001 A2003 A2005",,,,,,,,,
SRN-NOK-164,"LCD and Touch Screen Digitizer for Microsoft Lumia 950 - Black",,,,,,,,,
SRN-SAM-1427,"Front Glass Replacement for Samsung Galaxy S6 Edge - Black Sapphire",,,,,,,,,
SRN-HTC-1152,"LCD + Touch Screen Digitizer with Frame for HTC One M7 801e Silver - Grade B",,,,,,,,,
FLX-MOT-513,"Loudspeaker Replacement for Droid Maxx 2",4.69,,,2.99,,,,,
FLX-MOT-514,"Earpiece Speaker Replacement for Droid Maxx 2",1.04,,,4.99,,,,,
FLX-MOT-515,"Earpiece Speaker Replacement for Motorola Droid Turbo",1.99,4.99,,,,,,,
FLX-MOT-516,"Loudspeaker Replacement for Motorola Droid Turbo",1.75,,,,,,,,
FLX-MOT-517,"Rear Camera Replacement for Motorola Droid Turbo",18.80,,7.99,,,,,,
FLX-MOT-518,"Front Camera Replacement for Motorola Droid Turbo",18.31,,6.99,,,,,,
FLX-MOT-519,"Loudspeaker Replacement for Motorola Droid Turbo 2",4.69,7.99,,2.99,,,,,
FLX-MOT-520,"Earpiece Speaker Replacement for Motorola Droid Turbo 2",1.04,,,4.99,,,,,
FLX-SAM-1452,"Front Camera Replacement for Samsung Galaxy Core Prime",,,,,,,,,
FLX-SAM-1453,"Rear Camera Replacement for Samsung Galaxy Core Prime",,,,,,,,,
SRN-SAM-1428,"LCD and Touch Screen Assembly for Samsung Galaxy E5 - White",,,85.99,,,,,,
SRN-SAM-1429,"LCD and Touch Screen Assembly for Samsung Galaxy E5 - Gold",,,,,,,,,
FLX-SAM-1454,"Earpiece Speaker Replacement for Samsung Galaxy Grand Prime",,,,,,,,,
FLX-SAM-1455,"Loudspeaker Replacement for Samsung Galaxy Grand Prime",,,,,,,,,
FLX-SAM-1456,"Home Button Replacement for Samsung Galaxy Grand Prime",,,,,,,,,
FLX-SAM-1457,"Front Camera Replacement for Samsung Galaxy Grand Prime",,,,,,,,,
FLX-SAM-1458,"Home Button for Samsung Galaxy Note 5 - White",13.50,,12.99,9.99,,,,,
FLX-SAM-1459,"Charging Port Replacement for Samsung Galaxy Note Edge N915T",,12.99,6.50,,,,,,
FLX-SAM-1460,"Home Button for Galaxy S6 Edge - Black Sapphire",,12.99,2.95,2.99,,,,,
FLX-SAM-1461,"Earpiece Speaker for Samsung Galaxy S6 Edge",5.99,7.99,5.45,5.99,,,,,
FLX-SAM-1462,"Sim Card Tray for Samsung Galaxy S6 Edge - Black",2.99,4.99,1.50,,,,,,
FLX-SAM-1463,"Vibration Motor for Samsung Galaxy S6 Edge Plus",1.80,,1.50,0.99,,,,,
FLX-SAM-1464,"Sim Card Tray for Samsung Galaxy S6 Edge Plus - Black Sapphire",,,,,,,,,
FLX-SAM-1465,"Charging Port Replacement for Samsung Galaxy S6 Edge Plus G928P",6.79,,5.99,7.99,,,,,
FLX-SAM-1466,"Charging Port Replacement for Samsung Galaxy S6 Edge Plus G928V",6.79,,5.99,8.99,,,,,
FLX-HTC-604,"Charging Port Replacement for HTC Desire 626",,,3.99,,,,,,
FLX-HTC-605,"Earpiece Speaker Replacement for HTC Desire 626S",,,,,,,,,
FLX-HTC-606,"Loudspeaker Replacement for HTC Desire 626S",,,,,,,,,
FLX-HTC-607,"Rear Camera Replacement for HTC Desire 626S",,,,,,,,,
FLX-HTC-608,"Front Camera Replacement for HTC Desire 626S",,,,,,,,,
FLX-HTC-609,"Earpiece Speaker Replacement for HTC One A9",,4.99,,,,,,,
FLX-HTC-610,"Charging Port Microphone Replacement for HTC One A9",,19.99,7.99,,,,,,
FLX-UCP-194,"Loudspeaker Replacement for Huawei Nexus 6P",5.00,9.99,4.99,,,,,,
FLX-UCP-195,"Home Button Replacement for Huawei Nexus 6P - Aluminium",,9.99,,,,,,,
FLX-UCP-196,"Earpiece Speaker Replacement for Huawei Nexus 6P",1.99,4.99,1.50,2.99,,,,,
APL-003-1652,"Loudspeaker Replacement for iPad Mini 1/2",,,,,,,,,
APL-003-1653,"Charging Port Replacement for iPad Mini 2 - White",,,,,,,,,
APL-003-1654,"Charging Port Replacement for iPad Mini 2 - Black",,,,,,,,,
APL-003-1655,"Left 3G Antenna Replacement for iPad Mini 3",,,,,,,,,
APL-003-1656,"Right 3G Antenna Replacement for iPad Mini 3",,,,,,,,,
APL-003-1657,"Charging Port Replacement for iPad Mini 3 - White",,,,,,,,,
APL-003-1658,"Charging Port Replacement for iPad Mini 3 - Black",,,,,,,,,
APL-003-1659,"Loudspeaker Replacement for iPad Mini 3",,,,,,,,,
APL-003-1660,"Earpiece Speaker Replacement for iPhone 5S SE",0.99,4.99,0.80,0.99,,,,,
APL-003-1661,"Loudspeaker Replacement for iPhone 6 Plus",2.49,,2.99,3.99,,,,,
APL-003-1662,"Rear Camera Lens Glass Cover Replacement for iPhone 6S/6S Plus - Rose Gold",3.99,2.99,1.50,1.99,,,,,
APL-003-1663,"Rear Camera Lens Glass Cover Replacement for iPhone 6S/6S Plus - Silver",3.99,2.99,1.50,1.99,,,,,
SRN-LGM-606,"LCD + Touch Screen Digitizer with Frame for LG Optimus G F180",,,,,,,,,
FLX-UCP-197,"Home Button Replacement for Huawei Nexus 6P - Graphite",,9.99,,,,,,,
ACC-ZED-775,"Samsung Galaxy Note 5 Tempered Glass Screen Protector",,,,,,,,,
BTY-COV-1643,"Samsung Galaxy Note 3 N900A N900T LCD Front Housing Midframe Bezel - Black",,,,9.99,,,,,
SRN-LGM-607,"LCD and Touch Screen Digitizer for LG G3 Vigor D725 with Frame - Black",,,,,,,,,
SRN-LGM-608,"LCD and Touch Screen Digitizer for LG G3 Vigor D725 with Frame - White",,,,,,,,,
SRN-LGM-609,"LCD and Touch Screen Digitizer for LG G3 Vigor D725 with Frame - Gold",,,,,,,,,
FLX-LGM-604,"Charging Port Flex Cable Replacement for LG G5",6.99,,10.98,0.00,,,,,
FLX-LGM-605,"Rear Camera Lens for LG V10 - Space Black",5.18,,5.50,,,,,,
FLX-SNY-036,"Headphone Jack Replacement for Sony Xperia Z5 Compact",,,,,,,,,
FLX-SNY-037,"Camera Flash Flex Cable Replacement for Sony Xperia Z5 Compact",,,,,,,,,
FLX-SNY-038,"Front Camera Flex Cable Replacement for Sony Xperia Z5 Compact",,12.99,,,,,,,
FLX-SNY-039,"Rear Camera Flex Cable Replacement for Sony Xperia Z5 Compact",,,,,,,,,
FLX-SNY-040,"Power Button Fingerprint Sensor Flex Cable Replacement for Sony Xperia Z5 Compact",,,,,,,,,
FLX-SNY-041,"Earpiece Speaker Replacement for Sony Xperia Z5 Premium",,,0.99,,,,,,
FLX-SNY-042,"Charging Port Flex Cable Replacement for Sony Xperia Z5 Premium",,12.99,,,,,,,
FLX-SNY-043,"Loudspeaker Replacement for Sony Xperia Z5 Premium",,,1.99,,,,,,
ACC-ZED-776,"Shatter-Proof Tempered Glass Screen Protector for LG G4",,,,,,,,,
ACC-ZED-777,"Apple iPhone 6/6S Tempered Glass Screen Protector with Cleaning Kit - Pack of 25",,,,,,,,,
ACC-ZED-778,"Apple iPhone 5/5S/SE Tempered Glass Screen Protector with Cleaning Kit - Pack of 25",,,,,,,,,
ACC-ZED-779,"iPhone 6 Plus/6S Plus Tempered Glass Screen Protector with Cleaning Kit - Pack of 25",,,,,,,,,
ACC-ZED-780,"Samsung Galaxy S7 Tempered Glass Screen Protector with Cleaning Kit - Pack of 25",,,,,,,,,
BTY-COV-1644,"LG Venice LG730 Back Cover - Black",,,,,,,,,
ACC-ZRT-482,"iPhone 6 Plus Screen Protector",,,,,,,,,
APL-001-2247,"Apple iPad Air Digitizer Touch Screen With Home Button - White (Premium) - Grade A",,,,,,,,,
ACC-ZED-781,"Samsung Galaxy Tab Tablet 30-Pin USB Data Cable With Wall Charger - Black",,,,,,,,,
BTY-COV-1645,"Midframe Chassis for Samsung Galaxy Note 4 N910A N910T - Black",,,,10.99,,,,,
BTY-COV-1646,"Midframe Chassis for Samsung Galaxy Note 4 N910A N910T - White",,,,8.99,,,,,
BTY-COV-1647,"Midframe Chassis for Samsung Galaxy Note 4 N910V N910P - Black",,,,,,,,,
BTY-COV-1648,"Midframe Chassis for Samsung Galaxy Note 4 N910V N910P - White",,,,,,,,,
SRN-HTC-1153,"LCD and Digitizer Assembly for HTC 10 - Black",,44.99,54.99,59.99,,,,,
APL-003-1665,"iPhone 6S Plus Front Glass Lens - White (Premium)",2.75,,,5.49,,,,,
APL-003-1666,"iPhone 6S Front Bezel - White (Premium)",,,,,,,,,
APL-003-1669,"iPhone 6S Polarizer (Premium)",15.00,3.49,1.50,,,,,,
APL-003-1670,"iPhone 6S Plus Front Bezel - White (Premium)",2.75,,4.99,3.99,,,,,
APL-003-1672,"iPhone 6S Plus OCA Sticker (Premium)",9.99,,,5.49,,,,,
APL-003-1673,"iPhone 6S Plus Polarizer (Premium)",15.00,3.99,,,,,,,
SRN-SAM-1430,"Samsung Galaxy Grand i9082 Touch Screen Digitizer - White",,11.99,8.50,32.99,,,,,
APL-001-2248,"LCD and Touch Screen Digitizer Assembly for iPhone 6s – White - Grade C",,,,,,,,,
FLX-SAM-1467,"Samsung Galaxy Note 5 N920G Charging Port Flex Cable",,,,,,,,,
ACC-ZRT-483,"iPhone 6S Refurbishing Pad",,,,,,,,,
ACC-ZRT-484,"iPhone 6S Plus Refurbishing Pad ",,,,,,,,,
APL-003-1674,"iPad 2/3/4/Mini Backlight Diode IC Replacement",,,,,,,,,
APL-001-2251,"iPhone 6S Plus Glass With Frame - White",5.50,9.99,2.10,,,,,,
APL-003-1675,"iPhone 6S 6S Plus Front Camera Holder Bracket",,2.99,,,,,,,
APL-003-1676,"iPhone 6S 6S Plus Proximity Sensor Holder Bracket",,2.99,,,,,,,
APL-001-2252,"iPhone 6S Plus Glass With Frame - Black",5.50,12.99,4.99,,,,,,
SRN-NOK-165,"LCD and Touch Screen Digitizer for Nokia Lumia 925 - Black",,,,,,,,,
BTY-COV-1649,"LCD Frame Bezel for Motorola Moto X Pure Edition XT1575 - White",,,4.50,,,,,,
BTY-COV-1650,"LCD Frame Bezel for Motorola Moto X Pure Edition XT1575 - Black",,,4.50,,,,,,
APL-001-2253,"iPhone 6S Plus 3D Touch Backlight (Premium)",23.00,,,,,,,,
ACC-ZED-782,"iPhone 6S OCA Sticker (Premium)",,,,,,,,,
ACC-ZED-783,"iPhone 6S Plus OCA Sticker (Premium)",,,,,,,,,
ACC-ZED-785,"iPhone 6S Plus Polarizer (Premium)",,,,,,,,,
APL-001-2254,"iPhone 6S Front Glass Lens - White (Premium)",2.50,7.99,2.99,,,,,,
APL-001-2255,"iPhone 6S Plus Front Glass Lens - White (Premium)",2.75,12.99,4.99,5.49,,,,,
APL-001-2256,"iPhone 6S 3D Touch Backlight (Premium)",22.50,,,,,,,,
APL-002-6429,"iPhone 6S Plus Front Bezel - White (Premium)",2.75,7.99,2.10,3.99,,,,,
APL-001-2257,"LCD and Digitizer Assembly for iPhone 6S Plus - White - Grade B",,,,,,,,,
ACC-ZRT-485,"Solid Aluminum Alloy UV Glue LOCA LCD Alignment Mould for iPhone 6s",,,,,,,,,
ACC-ZRT-486,"Solid Aluminum Alloy UV Glue LOCA LCD Alignment Mould for iPhone 6s Plus",,,,,,,,,
ACC-ZRT-487,"GZB-8821 Stainless Steel Knife Design Opening Tool for Mobile Phone Tablet Laptop Digital Camera",,,,,,,,,
SRN-SAM-1431,"LCD and Touch Screen Digitizer for Samsung Galaxy Grand Prime Dual Sim with Frame - White",,,,,,,,,
SRN-SAM-1432,"LCD and Touch Screen Digitizer for Samsung Galaxy Grand Prime Dual Sim with Frame - Gray",,,,,,,,,
SRN-SAM-1433,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy Grand Prime G530 - Gold",,,,,,,,,
SRN-LGM-610,"LCD and Touch Screen Digitizer for LG L Bello - White",,,,,,,,,
SRN-LGM-611,"LCD and Touch Screen Digitizer for LG L Bello - Black",,,,,,,,,
SRN-LGM-612,"LCD and Touch Screen Digitizer for LG L Bello - Gold",,,,,,,,,
FLX-SAM-1468,"Rear Camera Lens for Samsung Galaxy S7 - Black Onyx",3.29,4.99,1.98,1.99,,,,,
SRN-MOT-657,"LCD and Touch Screen Digitizer for Motorola Moto G4 - Black",57.50,39.99,37.50,43.99,,,,,
SRN-MOT-658,"LCD and Touch Screen Digitizer for Motorola Moto G4 - White",57.50,39.99,37.50,,,,,,
SRN-ONP-003,"LCD and Touch Screen Digitizer for OnePlus 3 (REV 1.3) - Graphite",,,,,,,,,
SRN-ONP-004,"LCD and Touch Screen Digitizer for OnePlus 3 - Gold",,,,,,,,,
SRN-HTC-1154,"LCD and Touch Screen Digitizer with Frame for HTC Desire 626S",,,,24.99,,,,,
SRN-LGM-613,"LCD and Touch Screen Digitizer for LG V10 H900 H901 VS990 - Opal Blue",,144.99,106.99,,,,,,
SRN-LGM-614,"LCD and Touch Screen Digitizer for LG V10 H900 H901 VS990 - Space Black",115.00,144.99,102.99,119.99,,,,,
BTY-COV-1651,"Back Cover Replacement for LG V10 - Space Black",,,,,,,,,
BTY-COV-1652,"Back Cover Replacement for LG V10 - Luxe White",,,,,,,,,
BTY-COV-1653,"Back Cover Replacement for LG V10 - Modern Beige",,,,,,,,,
BTY-COV-1654,"Back Cover Replacement for LG V10 - Ocean Blue",,,,,,,,,
BTY-COV-1655,"Back Cover Replacement for LG V10 - Opal Blue",,,,,,,,,
FLX-LGM-606,"Headphone Jack Replacement for LG V10",7.50,,6.99,,,,,,
FLX-LGM-607,"Earpiece Speaker for LG V10",2.69,,1.99,,,,,,
FLX-LGM-609,"Rear Camera Lens for LG V10 - Luxe White",5.18,,5.50,,,,,,
FLX-LGM-610,"Rear Camera Lens for LG V10 - Modern Beige",,,,,,,,,
FLX-LGM-611,"Rear Camera Lens for LG V10 - Ocean Blue",8.10,,,,,,,,
FLX-LGM-612,"Rear Camera Lens for LG V10 - Opal Blue",,,,,,,,,
SRN-HTC-1155,"LCD and Touch Screen Digitizer for HTC Desire 816 - White",,,,,,,,,
SRN-HTC-1156,"LCD and Touch Screen Digitizer for HTC Desire 816 - Black",,,27.95,29.99,,,,,
BTY-COV-1656,"Back Glass for Galaxy S7 Edge - Black Onyx",9.99,12.99,17.50,14.99,,,,,
BTY-COV-1657,"Back Glass for Galaxy S7 Edge - Silver Titanium",9.99,12.99,17.50,,,,,,
BTY-COV-1658,"Back Glass for Galaxy S7 Edge - Gold Platinum",9.99,12.99,17.50,14.99,,,,,
FLX-SAM-1469,"LCD Testing Cable for Samsung Galaxy S7 Edge",,,,,,,,,
ACC-ZRT-489,"Front Glass Adhesive Replacement for Samsung Galaxy S7",,,,,,,,,
FLX-SAM-1470,"Charging Port Replacement for Samsung Galaxy S7 Edge G935P Sprint",7.00,,,7.99,,,,,
FLX-SAM-1471,"Charging Port Replacement for Samsung Galaxy S7 Edge G935T T-Mobile",7.00,,,7.99,,,,,
FLX-SAM-1472,"Charging Port Replacement for Samsung Galaxy S7 Edge G935V Verizon",7.00,,,7.99,,,,,
BTY-COV-1659,"Back Glass for Galaxy S7 - Black Onyx",9.99,12.99,15.50,2.99,,,,,
BTY-COV-1660,"Back Glass for Galaxy S7 - Gold Platinum",9.99,12.99,15.50,2.99,,,,,
SRN-SAM-1434,"Front Glass for Samsung Galaxy S7 - Black Onyx",5.00,,2.99,,,,,,
SRN-SAM-1435,"Front Glass for Samsung Galaxy S7 - Gold Platinum",5.00,,2.99,,,,,,
FLX-HTC-611,"Charging Port Replacement for HTC Desire 626S",,,,,,,,,
FLX-HTC-612,"Loudspeaker Replacement for HTC One A9",,7.99,,,,,,,
SRN-BLB-088,"LCD and Touch Screen Digitizer for BlackBerry Priv STV100-1 STV100-2 STV100-3 STV100-4 - Black",,,,,,,,,
BKB-MOD-484,"Rear Camera Replacement for BlackBerry Priv",,,,,,,,,
BKB-MOD-485,"Loudspeaker Replacement for BlackBerry Priv",,,,,,,,,
BKB-MOD-486,"Headphone Jack Flex Cable Replacement for BlackBerry Priv",,,,,,,,,
BKB-MOD-487,"Front Camera Replacement for BlackBerry Priv",,,,,,,,,
FLX-MOT-521,"Headphone Jack Flex Cable Replacement for Motorola Droid Turbo",,,,,,,,,
BTY-COV-1661,"Back Cover Replacement for Motorola Droid Turbo",,23.99,,,,,,,
SRN-MOT-659,"LCD and Touch Screen Digitizer for Motorola Droid Turbo 2 LCD With Frame",45.50,127.99,113.99,120.99,,,,,
FLX-MOT-522,"Vibration Motor Replacement for Motorola Droid Turbo 2",,,,,,,,,
FLX-MOT-523,"NFC Antenna Replacement for Motorola Droid Turbo 2",,,,,,,,,
FLX-MOT-524,"Rear Camera Replacement for Motorola Droid Turbo 2",14.90,17.99,12.99,7.99,,,,,
FLX-MOT-525,"Proximity Sensor Replacement for Motorola Droid Turbo 2",,,,,,,,,
FLX-MOT-526,"Front Camera Replacement for Motorola Droid Turbo 2",6.10,12.99,,9.99,,,,,
ACC-ZRT-490,"Front Glass Adhesive Replacement for LG G Vista",,,,,,,,,
APL-003-1677,"Rear Camera Lens Glass Cover Replacement for iPhone 6/6 Plus - Gold",3.49,17.99,1.20,,,,,,
APL-003-1678,"Rear Camera Lens Glass Cover Replacement for iPhone 6 - Space Gray",3.99,3.99,1.50,1.99,,,,,
APL-003-1679,"Rear Camera Lens Glass Cover Replacement for iPhone 6 - Silver",3.99,3.99,1.50,1.99,,,,,
APL-003-1680,"Rear Camera Lens Glass Cover Replacement for iPhone 6S/6S Plus - Gold",3.99,2.99,1.50,1.99,,,,,
APL-003-1681,"Rear Camera Lens Glass Cover Replacement for iPhone 6S/6S Plus - Space Gray",3.99,2.99,,1.99,,,,,
APL-001-2259,"LCD and Touch Screen Digitizer Replacement for iPod Touch 6 - White",,54.99,46.98,55.99,,,,,
APL-001-2260,"LCD and Touch Screen Digitizer Replacement for iPod Touch 6 - Black",,54.99,46.98,55.99,,,,,
APL-003-1682,"Charging Port Replacement for iPod Touch 6 - White",,7.99,3.99,,,,,,
APL-003-1683,"Charging Port Replacement for iPod Touch 6 - Black",,7.99,3.99,,,,,,
APL-003-1684,"Rear Camera Replacement for iPod Touch 6",,,,,,,,,
APL-003-1685,"Power Button Flex Cable Replacement for iPod Touch 6",,,,,,,,,
APL-003-1686,"Volume Button Flex Cable Replacement for iPod Touch 6",,,,,,,,,
APL-003-1687,"Home Button Flex Cable Replacement for iPod Touch 6",,,,,,,,,
APL-002-6430,"Rear Housing Replacement for iPod Touch (6th Generation) - Silver",,,,,,,,,
APL-002-6431,"Rear Housing Replacement for iPod Touch (6th Generation) - Gold",,,,,,,,,
APL-002-6432,"Rear Housing Replacement for iPod Touch (6th Generation) - Space Gray",,,,,,,,,
APL-002-6433,"Rear Housing Replacement for iPod Touch (6th Generation) - Pink",,,,,,,,,
APL-002-6434,"Rear Housing Replacement for iPod Touch (6th Generation) - Blue",,,,,,,,,
APL-002-6435,"Rear Housing Replacement for iPod Touch (6th Generation) - Red",,,,,,,,,
BTY-COV-1662,"Back Cover Replacement for Samsung Galaxy Core Prime - Black",,,1.99,,,,,,
FLX-SAM-1473,"Power Button Replacement for Samsung Galaxy Grand Prime",,,,,,,,,
FLX-SAM-1474,"Rear Camera Replacement for Samsung Galaxy Grand Prime",,,,,,,,,
FLX-SAM-1475,"Volume Button Replacement for Samsung Galaxy Grand Prime",,,,,,,,,
SRN-SAM-1436,"LCD and Touch Screen Digitizer for Samsung Galaxy J3 (2016) - Gold",90.00,,74.50,92.99,,,,,
FLX-SAM-1476,"Charging Port Replacement for Samsung Galaxy S5 G900F",5.75,,4.50,,,,,,
FLX-SAM-1477,"Charging Port Replacement for Samsung Galaxy S5 Mini G800A",,,4.99,,,,,,
FLX-SAM-1478,"Charging Port Replacement for Samsung Galaxy S5 Mini G800R4",,,,,,,,,
FLX-SAM-1479,"Charging Port Replacement for Samsung Galaxy S5 Sport G860P",,9.99,5.99,,,,,,
SRN-SAM-1437,"LCD and Touch Screen Replacement for Samsung Galaxy S6 - Blue Topaz",145.00,194.99,172.99,154.99,,,,,
BTY-COV-1663,"Midframe Replacement for Galaxy S6 G920T G920A - White",,19.99,,,,,,,
BTY-COV-1664,"Midframe Replacement for Galaxy S6 G920T G920A - Gold",,19.99,12.99,,,,,,
BTY-COV-1665,"Midframe Replacement for Galaxy S6 G920T G920A - Gray",,,12.99,,,,,,
FLX-SAM-1480,"LCD Testing Cable for Samsung Galaxy S6 Active",,,,,,,,,
FLX-SAM-1481,"Rear Camera Lens for Samsung Galaxy S6 Active - White",,,,,,,,,
FLX-SAM-1482,"Rear Camera Lens for Samsung Galaxy S6 Active - Grey",,,0.80,,,,,,
FLX-SAM-1483,"Charging Port Microphone Replacement for Galaxy S6 Active",,9.99,,,,,,,
FLX-SAM-1484,"Rear Camera Replacement for Galaxy S6 Active",,,18.99,,,,,,
FLX-SAM-1485,"Front Camera Replacement for Galaxy S6 Active",,,2.50,,,,,,
BTY-COV-1666,"Midframe Replacement for Samsung Galaxy S6 Active",,,,,,,,,
ACC-ZRT-491,"Front Glass Adhesive Replacement for Samsung Galaxy S6 Edge",,,,,,,,,
BTY-COV-1667,"Midframe Replacement for Galaxy S6 Edge G925V G925P - White",,,,,,,,,
BTY-COV-1668,"Midframe Replacement for Galaxy S6 Edge G925T G925A - White",,,,,,,,,
BTY-COV-1669,"Midframe Replacement for Galaxy S6 Edge G925V G925P - Gold",,,,,,,,,
BTY-COV-1670,"Midframe Replacement for Galaxy S6 Edge G925T G925A - Gold",,,,,,,,,
BTY-COV-1671,"Midframe Replacement for Galaxy S6 Edge G925V G925P - Blue",,,,,,,,,
BTY-COV-1672,"Midframe Replacement for Galaxy S6 Edge G925T G925A - Gray",,,,,,,,,
SRN-SAM-1438,"Front Glass for Samsung Galaxy S6 Edge Plus - Black Sapphire",,9.99,12.99,,,,,,
SRN-SAM-1439,"Front Glass for Samsung Galaxy S6 Edge Plus - Silver Titanium",6.00,,,,,,,,
FLX-SAM-1486,"Home Button for Samsung Galaxy S6 Edge Plus - Gold Platinum",5.25,,12.50,9.99,,,,,
FLX-SAM-1487,"Home Button for Samsung Galaxy S6 Edge Plus - Silver Titanium",,,12.50,,,,,,
FLX-SAM-1488,"Sim Card Tray for Samsung Galaxy S6 Edge Plus - White Pearl",,,,,,,,,
ACC-ZRT-492,"Front Glass Adhesive Replacement for Samsung Galaxy S6 Edge Plus",,,,,,,,,
APL-003-1689,"Home Button Flex Cable Replacement for iPad 3",,,,,,,,,
SRN-LGM-615,"LCD and Touch Screen Digitizer Replacement for LG Escape2 -Black",,,19.98,,,,,,
FLX-LGM-613,"Earpiece Speaker Replacement for LG G Stylo",,4.99,,,,,,,
